company_name,status_label,year,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
C_4,alive,2001,662.521,505.498,77.611,163.601,331.773,-37.914,259.246,1172.2111,974.99,2390.008,1030.254,85.99,469.492,343.155,-15.463,974.99,1498.392,811.389
C_4,alive,2002,671.429,648.822,44.565,187.264,343.899,-99.661,234.327,612.71,1230.762,2296.924,847.266,142.699,581.94,378.601,-47.897,1230.762,1295.081,1043.498
C_4,alive,2003,692.991,729.995,49.681,155.228,309.277,13.833,258.471,1045.8834,1297.285,2329.268,782.249,105.547,567.29,358.271,72.5,1297.285,1197.279,1142.057
C_4,alive,2004,672.072,719.226,87.216,153.829,310.004,-314.737,226.591,895.299,1339.48,2003.842,10,66.613,620.254,1040.406,-185.823,1339.48,1120.2,1185.651
C_4,alive,2005,1037.047,150.257,67.106,163.101,92.741,133.769,90.898,1541.7638,553.617,1623.383,0.017,95.995,403.36,665.257,-175.285,553.617,705.305,390.516
C_4,alive,2006,353.541,229.115,42.873,138.914,106.958,82.544,107.847,1038.6859,653.828,927.239,0,96.041,424.713,155.573,-89.737,653.828,203.24,514.914
C_4,alive,2007,581.502,267.81,46.338,40.816,125.963,-13.581,130.246,882.4491,722.425,1288.165,300,-5.522,454.615,198.375,-95.949,722.425,557.038,681.609
C_5,alive,1999,28.957,79.567,2.024,3.873,10.947,-0.138,15.89,6.1972,107.31,42.21,0.591,1.849,27.743,39.835,-33.199,107.31,52.453,103.437
C_6,failed,1999,4424,15482,1092,2248,708,985,1134,9932.415,17730,24374,5689,1156,2248,5864,5716,17730,17516,15482
C_6,failed,2000,5179,17120,1202,2583,757,813,1303,5958.9688,19703,26213,5474,1381,2583,6990,5948,19703,19037,17120
C_6,failed,2001,6540,19419,1404,-456,822,-1762,1414,3445.0155,18963,32841,9834,-1860,-456,7512,4042,18963,27468,19419
C_6,failed,2002,4937,18555,1366,-1256,627,-3511,1481,1030.1874,17299,30267,12310,-2622,-1256,7240,-399,17299,29310,18555
C_6,failed,2003,4682,14430,1377,582,516,-1228,796,2066.5869,17440,29330,13126,-795,3010,6559,-1336,17440,29284,16858
C_6,failed,2004,4971,15120,1292,1159,488,-761,836,1764.6582,18645,28773,13524,-133,3525,7018,-1976,18645,29354,17486
C_6,failed,2005,6164,16832,1164,1266,515,-861,991,4062.1324,20712,29495,13456,102,3880,8320,-3152,20712,30973,19446
C_6,failed,2006,6902,17659,1157,2217,506,231,988,6717.8315,22563,29145,12041,1060,4904,8505,-3185,22563,29751,20346
C_6,failed,2007,7229,18026,1064,2093,601,504,1027,3499.0539,22896,28571,10093,1029,4870,8483,-720,22896,25914,20803
C_6,failed,2008,5935,20232,1083,510,525,-2071,811,2976.3858,23766,25175,9001,-573,3534,9374,-6638,23766,28110,23256
C_6,failed,2009,6642,16935,1007,262,557,-1468,768,2571.1835,19917,25438,10583,-745,2982,7728,-7860,19917,28927,19655
C_6,failed,2010,6838,18138,995,1303,594,-471,738,2597.5755,22170,25088,9253,308,4032,8780,-8362,22170,29033,20867
C_7,alive,1999,27.276,15.475,0.729,1.171,5.125,-0.366,17.204,20.6275,23.862,51.073,28.29,0.442,8.387,12.934,-2.683,23.862,41.937,22.691
C_7,alive,2000,28.391,71.924,1.951,3.96,7.472,-0.69,17.373,10.8433,89.817,55.896,26.101,2.009,17.893,16.759,-3.984,89.817,48.828,85.857
C_7,alive,2001,26.587,71.406,2.076,6.381,7.729,-0.264,17,31.7262,90.994,53.03,18.588,4.305,19.588,18.524,-4.901,90.994,43.209,84.613
C_7,alive,2002,21.724,63.52,1.254,3.455,7.342,-0.123,12.037,17.7415,78.877,46.677,16.202,2.201,15.357,15.447,-5.202,78.877,37.266,75.422
C_7,alive,2003,18.432,55.201,1.192,2.556,4.915,-0.667,11.398,16.4753,68.159,41.154,13.388,1.364,12.958,14.723,-6.603,68.159,33.124,65.603
C_7,alive,2004,21.779,56.372,1.153,2.338,5.87,-0.928,14.055,34.3759,69.366,43.441,11.894,1.185,12.994,19.869,-7.397,69.366,36.192,67.028
C_7,alive,2005,21.795,64.509,1.179,4.704,6.662,-0.435,13.151,57.3588,81.521,42.9,12.847,3.525,17.012,18.193,-7.863,81.521,36.117,76.817
C_7,alive,2006,42.653,111.261,1.229,7.276,13.521,3.094,26.925,103.0205,135.359,63.188,14.872,6.047,24.098,28.342,-5.258,135.359,48.265,128.083
C_7,alive,2007,67.534,195.591,1.58,14.214,16.235,6.305,47.736,162.3832,235.953,96.535,4.429,12.634,40.362,46.314,0.337,235.953,55.609,221.739
C_7,alive,2008,69.819,172.874,3.176,11.371,18.856,5.01,47.574,34.6617,217.89,120.017,25.2,8.195,45.016,44.976,3.381,217.89,75.504,206.519
C_7,alive,2009,45.548,106.283,2.519,3.799,15.558,-15.032,23.751,56.4416,138.985,77.515,12.671,1.28,32.702,30.479,-10.369,138.985,45.755,135.186
C_7,alive,2010,48.452,106.692,1.758,6.398,12.777,2.105,26.772,85.3412,140.602,74.791,10.8,4.64,33.91,26.497,-7.851,140.602,39.617,134.204
C_7,alive,2011,53.47,100.066,1.399,13.767,14.987,8.272,23.109,80.5638,139.192,79.345,9.6,12.368,39.126,23.609,-1.049,139.192,36.355,125.425
C_7,alive,2012,64.321,91.69,1.25,17.933,9.645,10.85,29.499,168.7421,135.052,94.104,0,16.683,43.362,27.54,7.379,135.052,32.11,117.119
C_7,alive,2013,124.772,134.576,6.647,25.643,36.486,6.557,44.364,413.2812,197.317,348.536,79.16,18.996,62.741,59.333,10.939,197.317,178.13,171.674
C_7,alive,2014,142.967,176.177,11.268,35.6,47.787,13.077,58.394,408.1892,263.217,414.365,103.541,24.332,87.04,75.351,12.43,263.217,233.141,227.617
C_7,alive,2015,228.456,254.922,16.52,45.171,75.684,-5.602,97.778,260.4902,367.422,598.819,157.834,28.651,112.5,148.173,-4.105,367.422,353.798,322.251
C_7,alive,2016,212.978,278.049,18.903,56.219,59.61,-38.218,83.062,476.5599,417.011,498.634,122.367,37.316,138.962,146.358,-54.783,417.011,308.552,360.792
C_7,alive,2017,173.942,229.511,16.088,28.065,54.916,-3.029,67.99,177.3441,345.051,438.549,111.036,11.977,115.54,107.851,-61.592,345.051,251.98,316.986
C_7,alive,2018,160.865,222.543,13.272,27.334,50.511,-7.121,53.225,235.008,337.339,392.582,82.313,14.062,114.796,103.886,-72.842,337.339,214.022,310.005
C_8,alive,1999,82.923,92.091,6.554,27.638,32.637,9.757,39.967,363.8543,157.104,165.216,24.608,21.084,65.013,32.557,-5.421,157.104,63.123,129.466
C_8,alive,2000,162.806,109.565,8.983,31.345,37.367,14.4,51.086,1382.4056,185.924,248.707,12.983,22.362,76.359,28.902,8.979,185.924,46.775,154.579
C_8,alive,2001,189.471,125.059,11.6,44.563,48.423,21.354,49.409,626.535,232.808,310.252,11.428,32.963,107.749,37.097,29.89,232.808,55.131,188.245
C_8,alive,2002,194.201,116.097,12.46,19.693,72.104,-10.781,67.919,417.0139,202.634,318.465,12.638,7.233,86.537,49.305,21.144,202.634,68.983,182.941
C_8,alive,2003,211.238,163.447,14.677,29.472,74.738,6.395,65.243,461.7062,291.78,330.616,10.956,14.795,128.333,49.682,29.474,291.78,72.201,262.308
C_8,alive,2004,327.48,207.283,21.856,62.111,94.617,12.147,97.031,1060.6898,414.101,551.391,5.505,40.255,206.818,89.615,49.192,414.101,124.294,351.99
C_8,alive,2005,262.803,229.243,24.412,62.582,118.906,17.041,101.317,626.7576,463.371,589.849,4.19,38.17,234.128,101.054,63.866,463.371,145.869,400.789
C_8,alive,2006,328.354,275.636,30.469,77.942,133.42,26.959,120.296,878.4009,551.846,638.022,3.558,47.473,276.21,119.215,95.273,551.846,150.352,473.904
C_9,alive,1999,846.816,1194.771,94.972,316.203,356.406,156.932,254.879,6614.3374,1630.273,1308.331,18.174,221.231,435.502,282.687,660.456,1630.273,326.31,1314.07
C_9,alive,2000,1355.286,1504.415,129.882,954.43,486.613,567.537,306.367,3015.3565,2608.113,1885.098,13.722,824.548,1103.698,343.533,1181.371,2608.113,380.064,1653.683
C_9,alive,2001,1150.868,981.254,132.908,167.985,354.618,-7.232,129.213,3657.7783,1249.98,1691.599,0,35.077,268.726,194.677,1155.698,1249.98,215.564,1081.995
C_9,alive,2002,1077.957,945.018,119.921,97.052,358.739,-12.438,128.019,1563.849,1134.111,1700.513,0,-22.869,189.093,185.557,1152.493,1134.111,237.357,1037.059
C_9,alive,2003,1101.979,985.094,93.797,65.955,293.869,-107.606,162.683,2863.4555,1136.577,1667.877,0,-27.842,151.483,214.89,1077.254,1136.577,281.333,1070.622
C_9,alive,2004,1118.136,1024.43,80.734,151.343,379.63,55.732,156.065,2118.6988,1283.202,1689.749,0,70.609,258.772,196.572,1141.931,1283.202,250.498,1131.859
C_9,alive,2005,1203.772,1060.951,64.966,161.147,307.653,81.752,177.448,3048.2232,1333.208,1675.208,0,96.181,272.257,171.03,1160.826,1333.208,227.099,1172.061
C_9,alive,2006,1421.395,1146.441,53.859,236.072,330.141,153.865,196.165,2609.4448,1498.495,1899.536,0,182.213,352.054,207.36,1355.095,1498.495,264.257,1262.423
C_9,alive,2007,1377.205,1272.945,55.546,219.482,421.216,149.473,203.762,2191.3555,1619.275,2109.078,0,163.936,346.33,220.516,1556.699,1619.275,279.727,1399.793
C_9,alive,2008,1132.504,1091.998,66.198,175.718,365.003,80.846,143.715,1547.0867,1389.613,1872.529,0,109.52,297.615,149.402,1402.266,1389.613,202.776,1213.895
C_9,alive,2009,1316.358,969.195,58.173,227.244,357.105,142.858,195.983,2415.0508,1304.966,2051.492,0,169.071,335.771,193.273,1535.075,1304.966,250.485,1077.722
C_9,alive,2010,1602.115,1148.171,47.619,381.118,496.495,244.003,233.783,2536.8172,1653.176,2319.482,0,333.499,505.005,235.665,1770.681,1653.176,280.065,1272.058
C_9,alive,2011,1727.145,1106.405,46.89,322.441,566.117,152.805,223.041,2248.9093,1545.254,2468.012,0,275.551,438.849,297.073,1857.503,1545.254,347.259,1222.813
C_9,alive,2012,1945.533,1103.759,46.871,193.276,559.074,-64.312,217.091,2006.7327,1414.4,2601.995,0,146.405,310.641,330.877,1718.739,1414.4,629.065,1221.124
C_9,alive,2013,1768.723,1113.561,50.209,209.373,550.518,127.037,279.791,2217.1528,1442.604,2384.988,0,159.164,329.043,161.934,1797.982,1442.604,337.303,1233.231
C_9,alive,2014,1744.552,982.445,42.214,254.963,535.912,225.871,256.496,2400.0713,1353.228,2459.015,0,212.749,370.783,266.309,1881.811,1353.228,327.052,1098.265
C_9,alive,2015,1686.891,867.509,38.951,208.253,484.268,101.535,220.072,2105.3744,1195.529,2409.819,0,169.302,328.02,180.302,1935.144,1195.529,232.713,987.276
C_9,alive,2016,1836.404,950.329,42.687,244.734,474.128,125.785,221.091,2750.6934,1312.661,2477.413,0,202.047,362.332,216.067,1966.122,1312.661,260.934,1067.927
C_9,alive,2017,1701.724,1179.593,59.819,242.353,516.777,4.91,287.08,2787.5827,1562.474,2672.766,0,182.534,382.881,294.563,1983.724,1562.474,429.323,1320.121
C_9,alive,2018,1783.727,1218.876,90.031,404.11,631.688,271.813,262.279,2927.4428,1791.79,2813.278,0,314.079,572.914,313.185,2117.09,1791.79,429.098,1387.68
C_10,alive,1999,498.794,1459.008,385.568,964.345,91.846,168.903,317.518,2592.4641,2423.353,6608.506,2206.052,578.777,964.345,495.49,668.284,2423.353,4402.773,1459.008
C_10,alive,2000,793.913,2619.794,394.41,1070.381,91.371,302.332,588.388,4039.7906,3690.175,7149.151,1955.083,675.971,1070.381,1191.298,849.883,3690.175,4766.437,2619.794
C_10,alive,2001,727.405,3448.843,427.903,1102.53,108.238,312.166,443.372,3549.9263,4551.373,7981.748,2673.078,674.627,1102.53,1090.929,968.285,4551.373,5482.425,3448.843
C_10,alive,2002,812.688,1696.346,424.886,940.933,119.837,149.408,447.91,3110.883,2637.279,8425.806,2881.695,516.047,940.933,1055.115,953.253,2637.279,5739.653,1696.346
C_10,alive,2003,969.047,1897.656,438.143,920.196,124.466,240.579,445.138,3653.3458,2817.852,9536.378,2897.725,482.053,920.196,1150.974,1088.698,2817.852,6706.599,1897.656
C_10,alive,2004,1137.13,1992.361,401.105,907.364,121.845,243.195,456.194,4076.5271,2899.725,9896.747,2584.985,506.259,907.364,1625.896,1181.577,2899.725,6946.551,1992.361
C_10,alive,2005,1891.392,1986.452,347.652,1001.503,133.394,176.267,497.702,4096.007,2987.955,11322.645,2608.455,653.851,1001.503,2272.073,1358.832,2987.955,7897.681,1986.452
C_10,alive,2006,1474.662,2424.234,358.644,977.514,180.475,327.255,496.031,5066.9217,3401.748,11455.943,3232.633,618.87,977.514,1458.56,1332.015,3401.748,8009.827,2424.234
C_10,alive,2007,947.447,2530.933,373.436,992.687,276.28,307.143,451.225,4261.6113,3523.62,11243.712,3127.125,619.251,992.687,1384.967,1397.878,3523.62,7712.101,2530.933
C_10,alive,2008,882.482,2446.172,390.358,920.904,253.692,242.125,389.388,3241.5314,3367.076,11620.093,3031.603,530.546,920.904,1505.928,1297.51,3367.076,8174.114,2446.172
C_10,alive,2009,928.737,2312.544,404.331,984.557,218.547,68.33,406.733,3710.4923,3297.101,11808.155,3370.524,580.226,984.557,1083.16,1166.626,3297.101,8462.475,2312.544
C_10,alive,2010,931.93,2125.206,414.555,1138.439,202.989,350.053,419.518,4508.5165,3263.645,12362.703,3045.794,723.884,1138.439,1310.736,1264.194,3263.645,8587.477,2125.206
C_10,alive,2011,956.47,2067.817,427.054,1173.562,226.387,339.473,405.674,5263.4723,3241.379,13111.018,3019.054,746.508,1173.562,1342.705,1382.32,3241.379,9180.432,2067.817
C_10,alive,2012,1005.726,2045.713,404.336,1256.091,249.43,381.542,368.73,5594.6981,3301.804,13379.615,3199.088,851.755,1256.091,1083.542,1510.094,3301.804,9277.326,2045.713
C_10,alive,2013,1043.609,2192.597,415.708,1262.031,259.71,406.074,393.497,5830.8314,3454.628,13508.686,2796.465,846.323,1262.031,1618.644,1707.22,3454.628,9168.226,2192.597
C_10,alive,2014,973.435,2263.032,417.358,1228.6,255.986,397.595,395.179,7553.105,3491.632,14313.532,3031.215,811.242,1228.6,1559.143,1857.924,3491.632,9794.43,2263.032
C_10,alive,2015,890.516,2146.419,494.422,1349.024,279.931,437.257,367.806,7155.9904,3495.443,15028.258,3462.391,854.602,1349.024,1442.317,2048.055,3495.443,10308.801,2146.419
C_10,alive,2016,822.219,2156.869,485.829,1341.813,282.587,442.034,355.403,8687.6261,3498.682,16004.253,4021.785,855.984,1341.813,1292.946,2211.725,3498.682,11068.341,2156.869
C_10,alive,2017,1016.288,2096.751,534.118,1468.545,289.27,488.456,415.068,9519.0354,3565.296,17019.082,4789.713,934.427,1468.545,1197.852,2397.509,3565.296,11883.352,2096.751
C_10,alive,2018,924.991,2335.206,582.354,1356.041,294.094,511.047,400.988,9551.0904,3691.247,17664.202,4638.232,773.687,1356.041,1648.964,2593.475,3691.247,12315.497,2335.206
C_11,alive,1999,6419.754,4981.177,828.006,4161.581,1495.444,2445.759,2487.64,56176.1638,13177.625,14471.044,1336.789,3333.575,8196.448,4516.711,5745.678,13177.625,7043.449,9016.044
C_11,alive,2000,7376.241,5411.215,827.431,4089.499,1741.331,2785.977,2693.651,74881.1781,13745.916,15283.254,1076.368,3262.068,8334.701,4297.54,6608.258,13745.916,6712.348,9656.417
C_11,alive,2001,8419.189,6282.564,1168.018,4705.95,2212.035,1550.39,3353.641,86665.0475,16285.246,23296.423,4335.493,3537.932,10002.682,7926.817,6686.685,16285.246,14236.991,11579.296
C_11,alive,2002,9121.772,7116.909,1177.345,5118.186,2441.302,2793.703,3613.218,62522.72,17684.663,24259.102,4273.973,3940.841,10567.754,7002.202,8081.604,17684.663,13594.549,12566.477
C_11,alive,2003,10290.415,8095.425,1273.991,5438.763,2738.439,2753.233,3989.411,72906.5388,19680.561,26715.342,3452.329,4164.772,11585.136,7639.535,10324.236,19680.561,13643.084,14241.798
C_11,alive,2004,10734.485,7459.457,1288.7,5744.026,2620.463,3235.851,3696.115,72775.1196,19680.016,28767.494,4787.934,4455.326,12220.559,6825.644,11357.172,19680.016,14441.711,13935.99
C_11,alive,2005,11386.028,9012.172,1358.939,6194.338,2541.979,3372.065,3576.794,60692.0361,22287.808,29141.203,4571.504,4835.399,13275.636,7415.514,11150.066,22287.808,14725.932,16093.47
C_11,alive,2006,11281.883,7759.397,1558.75,6418.969,2806.421,1716.755,4231.142,74879.1065,22476.322,36178.172,7009.664,4860.219,14716.925,11951.195,9958.494,22476.322,22123.986,16057.353
C_11,alive,2007,14042.733,9041.16,1854.886,7378.431,2951.442,3606.314,4946.876,87027.4465,25914.238,39713.924,9487.789,5523.545,16873.078,9103.278,12887.572,25914.238,21935.384,18535.807
C_11,alive,2008,17042.559,10427.193,1838.829,8315.924,2775.849,4880.719,5465.66,82853.3492,29527.552,42419.204,8713.327,6477.095,19100.359,11591.908,12661.544,29527.552,24939.653,21211.628
C_11,alive,2009,23313.891,10816.819,2089.51,8993.251,3264.877,5745.838,6541.941,83747.5603,30764.707,52416.623,11266.294,6903.741,19947.888,13049.489,17908.101,30764.707,29517.894,21771.456
C_11,alive,2010,22317.529,11382.887,2624.305,10663.086,3188.734,4626.172,7184.034,74116.0034,35166.721,59462.266,12523.517,8038.781,23783.834,17262.434,17560.255,35166.721,36985.802,24503.635
C_11,alive,2011,23768.774,12177.686,3043.894,12040.342,3284.249,4728.449,7683.92,88302.4112,38851.259,60276.893,12039.822,8996.448,26673.573,15480.228,18310.177,38851.259,35750.748,26810.917
C_11,alive,2012,31322.583,12009.511,2783.207,12566.722,3792.313,5962.92,7612.86,103271.6885,39873.91,67234.944,18085.302,9783.515,27864.399,13280.176,20557.318,39873.91,40421.712,27307.188
C_11,alive,2013,19247,9067,1719,4393,2693,2576,3986,59338.5963,21848,42953,3388,2674,12781,9507,19967,21848,17686,17455
C_11,alive,2014,15261,8159,1548,4475,2643,2284,3586,67891.7357,20247,41275,3408,2927,12088,10532,17821,20247,19636,15772
C_11,alive,2015,14155,7722,1472,4844,2599,4423,3418,66137.3852,20405,41247,5871,3372,12683,9186,19099,20405,19921,15561
C_11,alive,2016,26776,8110,1353,4975,2434,1400,3248,56572.8983,20853,52666,20681,3622,12743,6660,18302,20853,31949,15878
C_11,alive,2017,20147,10113,3021,7017,3601,477,5249,99507.3661,27390,76250,27210,3996,17277,8912,17916,27390,45152,20373
C_11,alive,2018,14632,11377,3278,7562,3796,2368,5182,126983.9223,30578,67173,19359,4284,19201,9012,16974,30578,36451,23016
C_12,alive,1999,32.3,152.664,3.068,11.872,2.352,-0.457,20.031,11.01,174.133,102.846,51.93,8.804,21.469,21.48,17.725,174.133,80.5,162.261
C_12,alive,2000,29.086,136.313,2.762,7.902,1.483,0.676,14.549,10.3005,154.075,97.62,50.181,5.14,17.762,17.644,17.931,154.075,75.114,146.173
C_12,alive,2001,34.617,104.017,3.165,5.766,13.184,0.812,11.964,15.1588,117.326,90.941,35.163,2.601,13.309,24.589,18.274,117.326,68.162,111.56
C_12,alive,2002,19.51,63.993,1.888,1.976,0.503,-1.074,12.582,11.5394,74.015,73.797,33.524,0.088,10.022,11.872,16.735,74.015,52.539,72.039
C_12,alive,2003,14.352,32.288,1.155,-3.545,0.861,-1.85,5.452,12.9426,38.947,61.876,27.411,-4.7,6.659,7.145,14.413,38.947,41.878,42.492
C_12,alive,2004,16.187,12.428,1.197,0.871,0.627,1.8,2.652,14.8577,22.636,57.067,25.355,-0.326,10.208,5.737,15.186,22.636,36.154,21.765
C_12,alive,2005,13.236,9.801,0.87,-0.307,0.539,0.526,3.312,15.7174,18.183,52.41,21.29,-1.177,8.382,4.584,13.227,18.183,31.463,18.49
C_12,alive,2006,10.21,10.988,0.993,-1.005,0.552,0.967,2.226,15.3072,19.02,57.393,25.139,-1.998,8.032,4.486,13.685,19.02,35.933,20.025
C_12,alive,2007,17.5,11.108,0.759,-2.293,0.635,1.336,3.609,21.0984,17.756,52.316,19.71,-3.052,6.648,3.731,14.511,17.756,29.85,20.049
C_12,alive,2008,10.602,10.115,0.821,-3.305,1.063,-4.587,3.133,8.3439,16.456,43.645,19.221,-4.126,6.341,3.571,8.57,16.456,26.106,19.761
C_12,alive,2009,8.726,13.048,0.39,-3.879,1.424,-1.885,4.408,12.4988,18.562,40.952,5.94,-4.269,5.514,5.195,6.07,18.562,25.762,22.441
